username,placeLocation,latitude,longitude,code,location
Pinkflamingo5,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Pinkflamingo5,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Pinkflamingo5,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Pinkflamingo5,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Pinkflamingo5,"Rome, Italy",41.8933203,12.4829321,US,"Roma, Roma Capitale, Lazio, Italia"
Pinkflamingo5,"Rome, Italy",41.8933203,12.4829321,US,"Roma, Roma Capitale, Lazio, Italia"
Pinkflamingo5,"Rome, Italy",41.8933203,12.4829321,US,"Roma, Roma Capitale, Lazio, Italia"
Pinkflamingo5,"Vatican City, Italy",41.8948385,12.5842085,US,"vatican, Via dei Casali del Drago, Municipio Roma V, Roma, Roma Capitale, Lazio, 00155, Italia"
Pinkflamingo5,"Rome, Italy",41.8933203,12.4829321,US,"Roma, Roma Capitale, Lazio, Italia"
Pinkflamingo5,"Rome, Italy",41.8933203,12.4829321,US,"Roma, Roma Capitale, Lazio, Italia"
Pinkflamingo5,"Corfu, Greece",39.591337,19.859618918733858,US,"Κέρκυρα, Περιφερειακή Ενότητα Κέρκυρας, Περιφέρεια Ιονίων Νήσων, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Pinkflamingo5,"Wallingford, Connecticut",41.4570418,-72.8231552,US,"Wallingford, New Haven County, Connecticut, 06492, United States"
Pinkflamingo5,"Wallingford, Connecticut",41.4570418,-72.8231552,US,"Wallingford, New Haven County, Connecticut, 06492, United States"
Pinkflamingo5,"Middletown, Connecticut",41.54961415,-72.65157756750801,US,"Middletown, Middlesex County, Connecticut, United States"
Pinkflamingo5,"Hobe Sound, Florida",27.080492,-80.13991799627857,US,"Hobe Sound, Gomez, Martin County, Florida, 33455, United States"
Pinkflamingo5,"Scottsdale, Arizona",33.4942189,-111.9260184,US,"Scottsdale, Maricopa County, Arizona, United States"
Pinkflamingo5,"Scottsdale, Arizona",33.4942189,-111.9260184,US,"Scottsdale, Maricopa County, Arizona, United States"
Pinkflamingo5,"Kissimmee, Florida",28.2918995,-81.4075838,US,"Kissimmee, Osceola County, Florida, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Key Largo, Florida",25.091338,-80.46777414781022,US,"Key Largo, Monroe County, Florida, United States"
Pinkflamingo5,"Mount Pleasant, South Carolina",32.7940651,-79.8625851,US,"Mount Pleasant, Charleston County, South Carolina, United States"
Pinkflamingo5,"Mount Pleasant, South Carolina",32.7940651,-79.8625851,US,"Mount Pleasant, Charleston County, South Carolina, United States"
Pinkflamingo5,"Mount Pleasant, South Carolina",32.7940651,-79.8625851,US,"Mount Pleasant, Charleston County, South Carolina, United States"
Pinkflamingo5,"Decatur, Georgia",33.7737582,-84.296069,US,"Decatur, DeKalb County, Georgia, United States"
Pinkflamingo5,"Decatur, Georgia",33.7737582,-84.296069,US,"Decatur, DeKalb County, Georgia, United States"
Pinkflamingo5,"Decatur, Georgia",33.7737582,-84.296069,US,"Decatur, DeKalb County, Georgia, United States"
Pinkflamingo5,"Windsor Locks, Connecticut",41.9281305,-72.643631,US,"Windsor Locks, Hartford County, Connecticut, United States"
Pinkflamingo5,"Vero Beach, Florida",27.6387163,-80.3975399,US,"Vero Beach, Indian River County, Florida, United States"
Pinkflamingo5,"Melbourne, Florida",28.106471,-80.6371513,US,"Melbourne, Brevard County, Florida, United States"
Pinkflamingo5,"Atlanta, Georgia",33.7489924,-84.3902644,US,"Atlanta, Fulton County, Georgia, United States"
Pinkflamingo5,"Palm Bay, Florida",27.959186199999998,-80.67174097572686,US,"Palm Bay, Brevard County, Florida, United States"
Pinkflamingo5,"South Water Caye, Belize",16.8159001,-88.08200616978628,US,"South Water Caye, Belize"
Pinkflamingo5,"Water Bank, Belize",17.38144605,-88.06555429571287,US,"Water Caye, Belize District, Belize"
Pinkflamingo5,"Melbourne, Florida",28.106471,-80.6371513,US,"Melbourne, Brevard County, Florida, United States"
Pinkflamingo5,"Melbourne, Florida",28.106471,-80.6371513,US,"Melbourne, Brevard County, Florida, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Savannah, Georgia",32.0809263,-81.0911768,US,"Savannah, Chatham County, Georgia, United States"
Pinkflamingo5,"Vero Beach, Florida",27.6387163,-80.3975399,US,"Vero Beach, Indian River County, Florida, United States"
671LindaH,"Hope Cove, United Kingdom",50.4646318,-3.4897312,GB,"Hope Cove, Wellswood, Torquay, Torbay, South West England, England, TQ1 2PH, United Kingdom"
671LindaH,"London, United Kingdom",51.5073219,-0.1276474,GB,"London, Greater London, England, United Kingdom"
671LindaH,"Santorini, Greece",36.4071112,25.456663652707153,GB,"Σαντορίνη, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
671LindaH,"Santorini, Greece",36.4071112,25.456663652707153,GB,"Σαντορίνη, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
671LindaH,"Athens, Greece",37.9839412,23.7283052,GB,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
671LindaH,"Athens, Greece",37.9839412,23.7283052,GB,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
671LindaH,"Athens, Greece",37.9839412,23.7283052,GB,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
671LindaH,"Athens, Greece",37.9839412,23.7283052,GB,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
671LindaH,"Krakow, Poland",50.0619474,19.9368564,GB,"Kraków, województwo małopolskie, Polska"
671LindaH,"Yealmpton, United Kingdom",50.3485659,-3.9987875,GB,"Yealmpton, South Hams, Devon, South West England, England, PL8 2HQ, United Kingdom"
671LindaH,"Pontardawe, United Kingdom",51.7219859,-3.8488778,GB,"Pontardawe, Neath Port Talbot, Cymru / Wales, SA8 4HD, United Kingdom"
671LindaH,"Reykjavik, Iceland",64.145981,-21.9422367,GB,"Reykjavíkurborg, Höfuðborgarsvæðið, Ísland"
671LindaH,"Reykjavik, Iceland",64.145981,-21.9422367,GB,"Reykjavíkurborg, Höfuðborgarsvæðið, Ísland"
671LindaH,"St. Petersburg, Russia",59.938732,30.316229,GB,"Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия"
671LindaH,"St. Petersburg, Russia",59.938732,30.316229,GB,"Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия"
671LindaH,"St. Petersburg, Russia",59.938732,30.316229,GB,"Санкт-Петербург, Северо-Западный федеральный округ, 190000, Россия"
671LindaH,"Penzance, United Kingdom",50.1213173,-5.5329266,GB,"Penzance, South West England, England, TR18, United Kingdom"
671LindaH,"Penzance, United Kingdom",50.1213173,-5.5329266,GB,"Penzance, South West England, England, TR18, United Kingdom"
671LindaH,"Portsmouth, United Kingdom",50.8036831,-1.075614,GB,"Portsmouth, South East England, England, United Kingdom"
671LindaH,"Niagara Falls, Canada",43.1065603,-79.0639039,GB,"Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, Canada"
671LindaH,"Niagara Falls, Canada",43.1065603,-79.0639039,GB,"Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, Canada"
671LindaH,"Niagara Falls, Canada",43.1065603,-79.0639039,GB,"Niagara Falls, Niagara Region, Golden Horseshoe, Ontario, Canada"
671LindaH,"Lewdown, United Kingdom",50.6585217,-4.1971163,GB,"Lewdown, West Devon, Devon, South West England, England, EX20 4DQ, United Kingdom"
671LindaH,"London, United Kingdom",51.5073219,-0.1276474,GB,"London, Greater London, England, United Kingdom"
671LindaH,"Milton Abbot, United Kingdom",50.5925263,-4.2514791,GB,"Milton Abbot, West Devon, Devon, South West England, England, PL19 0PA, United Kingdom"
billhO2917NI,"Buffalo, New York",42.8867166,-78.8783922,US,"Buffalo, Erie County, New York, United States"
billhO2917NI,"Gulfport, Florida",27.7483613,-82.7034334,US,"Gulfport, Pinellas County, Florida, 33707, United States"
billhO2917NI,"Berlin, Germany",52.5170365,13.3888599,US,"Berlin, 10117, Deutschland"
billhO2917NI,"Berlin, Germany",52.5170365,13.3888599,US,"Berlin, 10117, Deutschland"
billhO2917NI,"Berlin, Germany",52.5170365,13.3888599,US,"Berlin, 10117, Deutschland"
billhO2917NI,"Berlin, Germany",52.5170365,13.3888599,US,"Berlin, 10117, Deutschland"
billhO2917NI,"Berlin, Germany",52.5170365,13.3888599,US,"Berlin, 10117, Deutschland"
billhO2917NI,"Frankfurt, Germany",50.1106444,8.6820917,US,"Frankfurt am Main, Hessen, Deutschland"
billhO2917NI,"Frankfurt, Germany",50.1106444,8.6820917,US,"Frankfurt am Main, Hessen, Deutschland"
billhO2917NI,"Frankfurt, Germany",50.1106444,8.6820917,US,"Frankfurt am Main, Hessen, Deutschland"
billhO2917NI,"Frankfurt, Germany",50.1106444,8.6820917,US,"Frankfurt am Main, Hessen, Deutschland"
billhO2917NI,"Frankfurt, Germany",50.1106444,8.6820917,US,"Frankfurt am Main, Hessen, Deutschland"
billhO2917NI,"Berlin, Germany",52.5170365,13.3888599,US,"Berlin, 10117, Deutschland"
billhO2917NI,"Munich, Germany",48.1371079,11.5753822,US,"München, Bayern, Deutschland"
billhO2917NI,"Munich, Germany",48.1371079,11.5753822,US,"München, Bayern, Deutschland"
billhO2917NI,"Munich, Germany",48.1371079,11.5753822,US,"München, Bayern, Deutschland"
billhO2917NI,"St. Petersburg, Florida",27.7703796,-82.6695085,US,"St. Petersburg, Pinellas County, Florida, United States"
billhO2917NI,"St. Petersburg, Florida",27.7703796,-82.6695085,US,"St. Petersburg, Pinellas County, Florida, United States"
billhO2917NI,"Thonotosassa, Florida",28.0569975,-82.280569614401,US,"Thonotosassa, Hillsborough County, Florida, 33574, United States"
billhO2917NI,"Boca Raton, Florida",26.3586885,-80.0830984,US,"Boca Raton, Palm Beach County, Florida, United States"
billhO2917NI,"Nantucket, Massachusetts",41.315731400000004,-70.00901408779944,US,"Nantucket Island, Nantucket, Nantucket County, Massachusetts, United States"
billhO2917NI,"Nantucket, Massachusetts",41.315731400000004,-70.00901408779944,US,"Nantucket Island, Nantucket, Nantucket County, Massachusetts, United States"
billhO2917NI,"Nantucket, Massachusetts",41.315731400000004,-70.00901408779944,US,"Nantucket Island, Nantucket, Nantucket County, Massachusetts, United States"
billhO2917NI,"Nantucket, Massachusetts",41.315731400000004,-70.00901408779944,US,"Nantucket Island, Nantucket, Nantucket County, Massachusetts, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Newport, Rhode Island",41.5524614,-71.27037832834264,US,"Aquidneck Island, Newport, Newport County, Rhode Island, United States"
billhO2917NI,"Dunedin, Florida",28.0197404,-82.7717684,US,"Dunedin, Pinellas County, Florida, 34698, United States"
billhO2917NI,"Jacksonville, Florida",30.3321838,-81.655651,US,"Jacksonville, Duval County, Florida, United States"
billhO2917NI,"Santorini, Greece",36.4071112,25.456663652707153,US,"Σαντορίνη, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
billhO2917NI,"Santorini, Greece",36.4071112,25.456663652707153,US,"Σαντορίνη, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
billhO2917NI,"Santorini, Greece",36.4071112,25.456663652707153,US,"Σαντορίνη, Δημοτική Ενότητα Θήρας, Δήμος Θήρας, Περιφερειακή Ενότητα Θήρας, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
billhO2917NI,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
billhO2917NI,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
billhO2917NI,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
billhO2917NI,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
billhO2917NI,"Mykonos, Greece",37.45142265,25.392303200095327,US,"Μύκονος, Ψαρρού, Δήμος Μυκόνου, Περιφερειακή Ενότητα Μυκόνου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84600, Ελλάς"
billhO2917NI,"Mykonos, Greece",37.45142265,25.392303200095327,US,"Μύκονος, Ψαρρού, Δήμος Μυκόνου, Περιφερειακή Ενότητα Μυκόνου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84600, Ελλάς"
billhO2917NI,"Mykonos, Greece",37.45142265,25.392303200095327,US,"Μύκονος, Ψαρρού, Δήμος Μυκόνου, Περιφερειακή Ενότητα Μυκόνου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84600, Ελλάς"
billhO2917NI,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
billhO2917NI,"Athens, Greece",37.9839412,23.7283052,US,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
billhO2917NI,"Mykonos, Greece",37.45142265,25.392303200095327,US,"Μύκονος, Ψαρρού, Δήμος Μυκόνου, Περιφερειακή Ενότητα Μυκόνου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, 84600, Ελλάς"
billhO2917NI,"New York City, New York",40.7127281,-74.0060152,US,"New York, United States"
billhO2917NI,"New York City, New York",40.7127281,-74.0060152,US,"New York, United States"
billhO2917NI,"Tampa, Florida",27.9477595,-82.458444,US,"Tampa, Hillsborough County, Florida, United States"
billhO2917NI,"Tampa, Florida",27.9477595,-82.458444,US,"Tampa, Hillsborough County, Florida, United States"
billhO2917NI,"Tampa, Florida",27.9477595,-82.458444,US,"Tampa, Hillsborough County, Florida, United States"
billhO2917NI,"Tampa, Florida",27.9477595,-82.458444,US,"Tampa, Hillsborough County, Florida, United States"
billhO2917NI,"Gulfport, Florida",27.7483613,-82.7034334,US,"Gulfport, Pinellas County, Florida, 33707, United States"
billhO2917NI,"Tampa, Florida",27.9477595,-82.458444,US,"Tampa, Hillsborough County, Florida, United States"
billhO2917NI,"Tampa, Florida",27.9477595,-82.458444,US,"Tampa, Hillsborough County, Florida, United States"
606claudettew,"Dubai, United Arab Emirates",25.074282349999997,55.18853865430702,AU,"دبي, الإمارات العربية المتحدة"
606claudettew,"Athens, Greece",37.9839412,23.7283052,AU,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
606claudettew,"Paros, Greece",37.0651048,25.1921674022054,AU,"Πάρος, Περιφερειακή Ενότητα Πάρου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
606claudettew,"Paros, Greece",37.0651048,25.1921674022054,AU,"Πάρος, Περιφερειακή Ενότητα Πάρου, Περιφέρεια Νοτίου Αιγαίου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
606claudettew,"Athens, Greece",37.9839412,23.7283052,AU,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
606claudettew,"Athens, Greece",37.9839412,23.7283052,AU,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
606claudettew,"Ko Samui, Thailand",9.50139445,99.99561927320003,AU,"เกาะสมุย, จังหวัดสุราษฎร์ธานี, ประเทศไทย"
606claudettew,"Bophut, Thailand",9.56461595,100.02130613516951,AU,"Haad Bophut, บ้านบ่อผุด, จังหวัดสุราษฎร์ธานี, ประเทศไทย"
606claudettew,"Chaweng, Thailand",9.5189232,100.0531331,AU,"บ้านเฉวง, จังหวัดสุราษฎร์ธานี, 84320, ประเทศไทย"
606claudettew,"Walwa, Australia",-35.9640275,147.7357043,AU,"Walwa, Shire of Towong, Victoria, 3709, Australia"
606claudettew,"Los Angeles, California",34.0536909,-118.242766,AU,"Los Angeles, California, United States"
606claudettew,"Los Angeles, California",34.0536909,-118.242766,AU,"Los Angeles, California, United States"
606claudettew,"Las Vegas, Nevada",36.1672559,-115.148516,AU,"Las Vegas, Clark County, Nevada, United States"
606claudettew,"Las Vegas, Nevada",36.1672559,-115.148516,AU,"Las Vegas, Clark County, Nevada, United States"
606claudettew,"Las Vegas, Nevada",36.1672559,-115.148516,AU,"Las Vegas, Clark County, Nevada, United States"
606claudettew,"Las Vegas, Nevada",36.1672559,-115.148516,AU,"Las Vegas, Clark County, Nevada, United States"
606claudettew,"Ubud, Indonesia",-8.5068977,115.2622931,AU,"Ubud, Bali, 80571, Indonesia"
Nicolai08,"Athens, Greece",37.9839412,23.7283052,DK,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Nicolai08,"Athens, Greece",37.9839412,23.7283052,DK,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Nicolai08,"Athens, Greece",37.9839412,23.7283052,DK,"Αθήνα, Δήμος Αθηναίων, Περιφερειακή Ενότητα Κεντρικού Τομέα Αθηνών, Περιφέρεια Αττικής, Αποκεντρωμένη Διοίκηση Αττικής, 10667, Ελλάς"
Nicolai08,"Ho Chi Minh City, Vietnam",10.7758439,106.7017555,DK,"Thành phố Hồ Chí Minh, Việt Nam"
Nicolai08,"Ho Chi Minh City, Vietnam",10.7758439,106.7017555,DK,"Thành phố Hồ Chí Minh, Việt Nam"
Nicolai08,"Lanzarote, Spain",29.03970805,-13.636291608604138,DK,"Lanzarote, Las Palmas, Canarias, España"
Nicolai08,"Lanzarote, Spain",29.03970805,-13.636291608604138,DK,"Lanzarote, Las Palmas, Canarias, España"
athinoulap,"Brighton, United Kingdom",50.8214626,-0.1400561,CY,"Brighton, Brighton and Hove, South East England, England, United Kingdom"
athinoulap,"Brighton and Hove, United Kingdom",50.8453169,-0.14974689789029522,CY,"Brighton and Hove, South East England, England, United Kingdom"
Cooperclubman,"Maidenhead, United Kingdom",51.5237638,-0.718806,GB,"Maidenhead, Windsor and Maidenhead, South East England, England, SL6 1YY, United Kingdom"
Cooperclubman,"Spean Bridge, United Kingdom",56.8920582,-4.9215585,GB,"Spean Bridge, Highland, Scotland, PH34 4ES, United Kingdom"
Cooperclubman,"Lyndhurst, United Kingdom",50.8727657,-1.5748436,GB,"Lyndhurst, New Forest, Hampshire, South East England, England, United Kingdom"
Cooperclubman,"Padstow, United Kingdom",50.5404863,-4.9367329,GB,"Padstow, Cornwall, South West England, England, PL28 8, United Kingdom"
Cooperclubman,"Camborne, United Kingdom",50.2138828,-5.2990347,GB,"Camborne, Cornwall, South West England, England, TR14 8, United Kingdom"
Cooperclubman,"Camborne, United Kingdom",50.2138828,-5.2990347,GB,"Camborne, Cornwall, South West England, England, TR14 8, United Kingdom"
Cooperclubman,"Bracknell, United Kingdom",51.4143513,-0.7449925,GB,"Bracknell, Bracknell Forest, South East England, England, United Kingdom"
Cooperclubman,"Brussels, Belgium",50.8465573,4.351697,GB,"Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
Cooperclubman,"Barcelona, Spain",41.3828939,2.1774322,GB,"Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España"
Cooperclubman,"Mijas, Spain",36.5957471,-4.6375188,GB,"Mijas, Costa del Sol Occidental, Málaga, Andalucía, España"
Cooperclubman,"Barcelona, Spain",41.3828939,2.1774322,GB,"Barcelona, Barcelonès, Barcelona, Catalunya, 08001, España"
Cooperclubman,"Mijas Pueblo, Spain",36.5972347,-4.635301789205178,GB,"Mijas Pueblo, Mijas, Costa del Sol Occidental, Málaga, Andalucía, España"
Cooperclubman,"Singapore, Singapore",1.357107,103.8194992,GB,Singapore
Cooperclubman,"Singapore, Singapore",1.357107,103.8194992,GB,Singapore
Cooperclubman,"Singapore, Singapore",1.357107,103.8194992,GB,Singapore
Cooperclubman,"Singapore, Singapore",1.357107,103.8194992,GB,Singapore
Cooperclubman,"Singapore, Singapore",1.357107,103.8194992,GB,Singapore
Cooperclubman,"Mijas, Spain",36.5957471,-4.6375188,GB,"Mijas, Costa del Sol Occidental, Málaga, Andalucía, España"
Cooperclubman,"Brussels, Belgium",50.8465573,4.351697,GB,"Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
Cooperclubman,"Ixelles, Belgium",50.8331141,4.3668279,GB,"Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
Cooperclubman,"Agra, India",27.1752554,78.0098161,GB,"Agra, Uttar Pradesh, 280001, India"
Cooperclubman,"Karauli, India",26.51668105,77.05772976517363,GB,"Karauli, Rajasthan, India"
Cooperclubman,"Jaipur, India",26.9154576,75.8189817,GB,"Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
Cooperclubman,"New Delhi, India",28.6138954,77.2090057,GB,"New Delhi, Delhi, India"
